Time,proximity,ambient,leanForward,qW,qX,qY,qZ,aX,aY,aZ
1499782083000,3733,321,41.381329,-0.908936,0.07067899999999999,-0.346191,-0.221375,-0.11,0.09,-0.11
1499782083055,3707,321,41.356476,-0.908752,0.067383,-0.346619,-0.222412,-0.11,0.41,-0.11
1499782083111,3691,321,41.42942,-0.908875,0.062622,-0.348145,-0.221008,-0.31,0.16,-0.31
1499782083166,3661,321,41.663164,-0.909424,0.057373,-0.350952,-0.215576,-0.15,0.45,-0.15
1499782083222,3610,321,42.002313,-0.911133,0.050293,-0.354858,-0.203491,0.13,-0.21,0.13
1499782083277,3595,321,41.946199,-0.911255,0.049744,-0.354431,-0.203674,0.16,-0.17,0.16
1499782083333,3579,321,41.775006,-0.911194,0.052002,-0.352722,-0.206421,0.2,0.24,0.2
1499782083388,3562,321,41.568045,-0.911621,0.053711,-0.350769,-0.207458,0.09,0.18,0.09
1499782083444,3557,399,41.566214,-0.912537,0.052612,-0.350891,-0.203369,-0.08,0.13,-0.08
1499782083500,3545,399,41.716982,-0.913025,0.050049,-0.352539,-0.199036,-0.16,-0.14,-0.16
1499782083555,3546,399,41.926313,-0.914062,0.044617,-0.35498,-0.19104,0.01,-0.22,0.01
1499782083611,3525,399,41.826556,-0.915344,0.041016,-0.354614,-0.186401,-0.11,-0.58,-0.11
1499782083666,3518,399,41.187354,-0.916931,0.041382,-0.349304,-0.188477,-0.5,0.08,-0.5
1499782083722,3504,399,40.611105,-0.91864,0.041809,-0.344482,-0.188843,-0.24,0.39,-0.24
1499782083777,3504,399,40.211564,-0.920471,0.039062,-0.341492,-0.185852,-0.22,-0.23,-0.22
1499782083833,3502,399,39.393483,-0.924072,0.033508,-0.335327,-0.180176,0.0,0.24,0.0
1499782083888,3503,399,38.865971,-0.925476,0.032349,-0.331116,-0.181091,0.09,0.3,0.09
1499782083944,3493,397,37.942214,-0.927002,0.034485,-0.32324200000000003,-0.187012,-0.32,-0.11,-0.32
1499782084000,3489,397,37.0048,-0.927063,0.039795,-0.314819,-0.199585,-0.7,0.43,-0.7
1499782084052,3478,397,36.13572,-0.926514,0.04718,-0.306519,-0.213013,-0.29,-0.52,-0.29
1499782084105,3471,397,35.703619,-0.92511,0.0578,-0.301025,-0.223999,-0.53,-0.48,-0.53
1499782084157,3465,397,35.83305900000001,-0.922791,0.07104500000000001,-0.299316,-0.231995,0.12,-0.56,0.12
1499782084210,3468,397,36.030536,-0.91925,0.090393,-0.29577600000000004,-0.243591,0.45,-0.51,0.45
1499782084263,3449,397,35.901722,-0.916321,0.10791,-0.288696,-0.255676,0.1,-0.32,0.1
1499782084315,3446,397,35.951282,-0.913269,0.1203,-0.28418000000000004,-0.265869,0.26,-0.07,0.26
1499782084368,3444,397,36.111566,-0.911133,0.127563,-0.282471,-0.271606,0.36,-0.25,0.36
1499782084421,3435,397,36.386492,-0.909302,0.134888,-0.281555,-0.275085,0.32,-0.27,0.32
1499782084473,3433,462,36.573158,-0.908081,0.136292,-0.282593,-0.277344,0.22,-0.07,0.22
1499782084526,3431,462,36.931276,-0.906982,0.13708499999999998,-0.285522,-0.277588,0.46,0.33,0.46
1499782084578,3432,462,37.31061500000001,-0.906372,0.136353,-0.289368,-0.276001,0.54,0.24,0.54
1499782084631,3429,462,37.452602,-0.906616,0.13409400000000002,-0.291748,-0.273865,0.29,0.11,0.29
1499782084684,3427,462,37.607214,-0.906616,0.131226,-0.294373,-0.272278,0.41,0.11,0.41
1499782084736,3430,462,37.948206,-0.906433,0.127502,-0.299072,-0.269531,0.28,0.15,0.28
1499782084789,3428,462,38.53445900000001,-0.90509,0.124146,-0.305725,-0.26818800000000004,0.61,0.06,0.61
1499782084842,3434,462,38.864368,-0.904175,0.120178,-0.310242,-0.267944,0.35,0.13,0.35
1499782084894,3430,462,39.249478,-0.903442,0.11676,-0.314941,-0.266479,-0.13,-0.12,-0.13
1499782084947,3433,462,40.02656,-0.901489,0.113525,-0.322876,-0.264954,0.08,0.01,0.08
1499782085000,3431,481,41.390765,-0.897278,0.109924,-0.335876,-0.264587,-0.47,0.14,-0.47
1499782085052,3434,481,42.435229,-0.8941040000000001,0.110718,-0.344543,-0.26379400000000003,-0.29,0.15,-0.29
1499782085105,3439,481,43.474336,-0.890991,0.113281,-0.3526,-0.26263400000000003,-0.04,0.17,-0.04
1499782085157,3440,481,44.291834,-0.8886719999999999,0.115479,-0.35882600000000003,-0.261047,-0.59,-0.24,-0.59
1499782085210,3442,481,45.026064,-0.885986,0.118103,-0.364197,-0.261536,-0.47,0.04,-0.47
1499782085263,3443,481,45.687215,-0.883423,0.119568,-0.369385,-0.26245100000000005,-0.46,0.06,-0.46
1499782085315,3445,481,46.119623,-0.8812260000000001,0.120117,-0.372803,-0.264587,-0.17,0.26,-0.17
1499782085368,3443,481,46.525651,-0.8797,0.119324,-0.376526,-0.264893,-0.29,-0.03,-0.29
1499782085421,3438,481,46.921398,-0.878052,0.117798,-0.380249,-0.26550300000000004,-0.03,0.13,-0.03
1499782085473,3441,481,46.960879,-0.877869,0.116211,-0.381104,-0.26568600000000003,0.01,0.04,0.01
1499782085526,3435,697,46.795368,-0.8781129999999999,0.115234,-0.380005,-0.266846,0.01,0.18,0.01
1499782085578,3441,697,46.501705,-0.8798219999999999,0.109375,-0.379333,-0.264771,0.07,-0.01,0.07
1499782085631,3435,697,46.35615900000001,-0.880066,0.106873,-0.378784,-0.265625,0.08,-0.03,0.08
1499782085684,3433,697,46.196369,-0.880188,0.106201,-0.377625,-0.26709,0.08,-0.14,0.08
1499782085736,3437,697,45.927303,-0.880432,0.106323,-0.375366,-0.26947,-0.06,-0.2,-0.06
1499782085789,3432,697,45.713853,-0.8798219999999999,0.106812,-0.373413,-0.273865,-0.01,0.12,-0.01
1499782085842,3430,697,45.684486,-0.878906,0.107971,-0.372864,-0.277161,0.31,0.53,0.31
1499782085894,3432,697,45.59682700000001,-0.8799440000000001,0.106201,-0.372681,-0.274902,0.1,0.21,0.1
1499782085947,3427,697,45.523418,-0.882202,0.102356,-0.373108,-0.268372,0.14,0.02,0.14
1499782086000,3429,697,45.377151,-0.883972,0.098999,-0.372803,-0.264221,-0.09,-0.07,-0.09
1499782086055,3429,693,45.434441,-0.884216,0.097412,-0.373718,-0.262756,0.1,0.04,0.1
1499782086111,3428,693,45.548504,-0.884094,0.097046,-0.374695,-0.261719,-0.11,0.03,-0.11
1499782086166,3421,693,45.613837,-0.8837280000000001,0.096558,-0.375427,-0.262268,-0.23,-0.28,-0.23
1499782086222,3425,693,45.660527,-0.8828739999999999,0.097839,-0.375488,-0.264587,0.03,0.2,0.03
1499782086277,3428,693,45.656333,-0.8822629999999999,0.099854,-0.374878,-0.266602,-0.04,-0.15,-0.04
1499782086333,3423,693,45.676837,-0.88208,0.102234,-0.374451,-0.267029,0.14,0.05,0.14
1499782086388,3428,693,45.618056,-0.881775,0.105042,-0.373108,-0.268616,0.16,-0.18,0.16
1499782086444,3426,693,45.543019,-0.88208,0.1073,-0.371887,-0.26855500000000004,0.12,0.04,0.12
1499782086500,3429,693,45.502768,-0.882141,0.109436,-0.370911,-0.26879899999999995,0.04,-0.2,0.04
1499782086555,3425,693,45.426215,-0.882019,0.111572,-0.369629,-0.270081,-0.02,-0.23,-0.02
1499782086611,3424,765,45.41049,-0.8812260000000001,0.113464,-0.368958,-0.272888,-0.14,0.14,-0.14
1499782086666,3427,765,45.493936,-0.8805540000000001,0.11303699999999997,-0.369751,-0.274048,0.24,0.54,0.24
1499782086722,3424,765,45.309336,-0.882141,0.107727,-0.369812,-0.271057,0.23,-0.01,0.23
1499782086777,3421,765,44.990264,-0.8846440000000001,0.097839,-0.369873,-0.266479,0.29,-0.04,0.29
1499782086833,3423,765,44.931369,-0.884827,0.095459,-0.369995,-0.266541,-0.11,0.06,-0.11
1499782086888,3422,765,44.928974,-0.8845209999999999,0.09436,-0.3703,-0.267639,-0.23,-0.05,-0.23
1499782086944,3424,765,45.051733,-0.8832399999999999,0.094788,-0.371216,-0.270447,-0.09,-0.1,-0.09
1499782087000,3421,765,45.153049,-0.882141,0.095764,-0.3718260000000001,-0.272888,-0.12,0.13,-0.12
1499782087055,3419,765,45.16852,-0.881409,0.09613,-0.3718260000000001,-0.275024,0.0,0.15,0.0
1499782087111,3419,765,45.078186,-0.881531,0.096252,-0.371033,-0.275635,0.3,0.03,0.3
1499782087166,3420,795,44.881967,-0.88208,0.097839,-0.369019,-0.276123,0.27,0.13,0.27
1499782087222,3424,795,44.652235,-0.882935,0.099365,-0.366638,-0.275879,0.15,0.09,0.15
1499782087277,3420,795,44.518689,-0.883606,0.100403,-0.365234,-0.275208,-0.06,-0.02,-0.06
1499782087333,3417,795,44.5117,-0.883606,0.101196,-0.36499,-0.27533,0.04,0.0,0.04
1499782087388,3427,795,44.564588,-0.8831180000000001,0.101746,-0.365234,-0.276245,-0.08,0.09,-0.08
1499782087444,3425,795,44.590637,-0.882935,0.101624,-0.36554,-0.276611,0.12,0.07,0.12
1499782087500,3425,795,44.532948,-0.8831180000000001,0.10144,-0.365112,-0.276672,0.05,0.0,0.05
1499782087555,3428,795,44.459662,-0.883545,0.10144,-0.364502,-0.276123,0.18,-0.05,0.18
1499782087611,3435,795,44.499301,-0.8837280000000001,0.101562,-0.364746,-0.275024,-1.83,0.18,-1.83
1499782087666,3451,697,45.769058,-0.879517,0.103882,-0.374756,-0.274292,2.31,0.5,2.31
1499782087722,3485,697,45.162567,-0.8825069999999999,0.100098,-0.370728,-0.271545,-0.22,-0.09,-0.22
1499782087777,3515,697,44.553624,-0.885315,0.093567,-0.36731,-0.269226,0.07,-0.05,0.07
1499782087833,3541,697,43.686932,-0.88855,0.085815,-0.362061,-0.268433,-0.24,-0.11,-0.24
1499782087888,3573,697,42.634164,-0.892395,0.07885700000000001,-0.354858,-0.267334,-0.4,-0.1,-0.4
1499782087944,3583,697,41.988741,-0.894775,0.074097,-0.350525,-0.266479,-0.26,-0.18,-0.26
1499782088000,3609,697,40.993246,-0.897705,0.069824,-0.34314,-0.267456,0.09,-0.03,0.09
1499782088050,3617,697,40.58815900000001,-0.898926,0.068909,-0.339966,-0.2677,0.06,-0.06,0.06
1499782088100,3624,697,40.12317,-0.9002690000000001,0.067993,-0.336243,-0.268066,0.17,0.0,0.17
1499782088150,3631,697,39.722784,-0.901428,0.0672,-0.333069,-0.268372,0.05,0.12,0.05
1499782088200,3631,414,39.360956,-0.902344,0.066162,-0.3302,-0.268982,0.18,0.13,0.18
1499782088250,3644,414,39.171996,-0.903381,0.06347699999999999,-0.329163,-0.267456,0.16,-0.03,0.16
1499782088300,3642,414,39.05141500000001,-0.904053,0.06134,-0.328552,-0.266418,0.12,0.07,0.12
1499782088350,3648,414,38.979789,-0.904297,0.059875,-0.328247,-0.266357,-0.15,0.12,-0.15
1499782088400,3633,414,39.002294,-0.904053,0.059631,-0.328491,-0.266968,-0.08,-0.18,-0.08
1499782088450,3599,414,38.854708,-0.903931,0.061462,-0.326843,-0.26879899999999995,-0.26,-0.26,-0.26
1499782088500,3527,414,38.875274,-0.903198,0.064941,-0.326355,-0.271057,-0.2,0.04,-0.2
1499782088550,3462,414,39.12929000000001,-0.9003909999999999,0.076599,-0.325989,-0.277771,0.45,0.19,0.45
1499782088600,3455,414,39.193371,-0.8994139999999999,0.080566,-0.325562,-0.280273,0.15,-0.01,0.15
1499782088650,3444,414,39.307803,-0.8983760000000001,0.08343500000000001,-0.325867,-0.282532,-0.06,-0.16,-0.06
1499782088700,3444,429,39.560642,-0.8964840000000001,0.086426,-0.327209,-0.286011,0.16,0.29,0.16
1499782088750,3439,429,39.841286,-0.8948969999999999,0.087463,-0.329346,-0.288269,-0.04,0.14,-0.04
1499782088800,3438,429,40.11183,-0.893921,0.087524,-0.331543,-0.288574,0.15,0.0,0.15
1499782088850,3438,429,40.18578,-0.893799,0.086548,-0.332458,-0.288269,0.08,0.05,0.08
1499782088900,3436,429,40.196433,-0.893616,0.085327,-0.332886,-0.28875700000000004,0.37,-0.22,0.37
1499782088950,3438,429,40.040378,-0.893433,0.084717,-0.331665,-0.290771,-0.01,0.18,-0.01
1499782089000,3442,429,39.920616,-0.8931879999999999,0.083801,-0.330933,-0.292725,0.11,-0.03,0.11
1499782089055,3438,429,39.78861,-0.893066,0.083313,-0.329956,-0.294373,-0.23,0.25,-0.23
1499782089111,3438,429,39.747371,-0.892395,0.083008,-0.329651,-0.29675300000000004,0.12,-0.03,0.12
1499782089166,3439,429,39.651397,-0.8922120000000001,0.083496,-0.328674,-0.298157,0.09,0.05,0.09
1499782089222,3439,420,39.535766,-0.891968,0.084534,-0.327454,-0.29998800000000003,0.31,0.22,0.31
1499782089277,3442,420,39.167991,-0.8924559999999999,0.083862,-0.324524,-0.301941,0.07,0.29,0.07
1499782089333,3444,420,38.778326,-0.8931879999999999,0.081299,-0.321899,-0.303345,0.64,0.13,0.64
1499782089388,3452,420,38.236437,-0.895386,0.077209,-0.318237,-0.301636,-0.19,0.25,-0.19
1499782089444,3489,420,37.982796,-0.897583,0.07257100000000001,-0.317261,-0.297424,0.29,-0.03,0.29
1499782089500,3512,420,37.558815,-0.90033,0.06689500000000001,-0.31488,-0.292847,-0.43,0.4,-0.43
1499782089555,3570,420,37.273326,-0.902954,0.060059,-0.313904,-0.287354,-0.23,-0.02,-0.23
1499782089611,3583,420,37.004729,-0.904968,0.05542,-0.312439,-0.283386,-0.25,-0.08,-0.25
1499782089666,3613,420,36.821996,-0.906128,0.052917,-0.31140100000000004,-0.281433,0.03,0.01,0.03
1499782089722,3623,400,36.240963,-0.909607,0.044067,-0.307861,-0.275452,0.12,-0.12,0.12
1499782089777,3626,400,36.041792,-0.910706,0.043091,-0.306335,-0.27368200000000004,-0.01,-0.22,-0.01
1499782089833,3616,400,35.796324,-0.911377,0.043213,-0.30426,-0.273743,0.13,0.1,0.13
1499782089888,3606,400,35.542549,-0.911804,0.042236,-0.302307,-0.274719,-0.02,-0.09,-0.02
1499782089944,3601,400,35.35867899999999,-0.911682,0.040222,-0.301025,-0.276794,0.08,0.16,0.08
1499782090000,3585,400,35.167952,-0.911865,0.038025,-0.299683,-0.277893,0.15,-0.06,0.15
1499782090055,3577,400,34.980344,-0.912231,0.035645,-0.298401,-0.278381,0.06,0.15,0.06
1499782090111,3567,400,34.920357,-0.912598,0.031616000000000005,-0.298401,-0.277771,0.1,0.11,0.1
1499782090166,3561,400,34.985069,-0.912964,0.026733,-0.29943800000000004,-0.276001,0.05,0.0,0.05
1499782090222,3550,400,35.120028999999995,-0.913269,0.022522,-0.300842,-0.27368200000000004,0.1,0.23,0.1
1499782090277,3548,400,35.25933300000001,-0.913635,0.019165,-0.302246,-0.271179,0.09,0.0,0.09
1499782090333,3540,367,35.81933499999999,-0.913208,0.014893,-0.307129,-0.267334,-0.02,0.2,-0.02
1499782090388,3532,367,36.070577,-0.912964,0.013489,-0.30932600000000005,-0.265808,0.09,0.12,0.09
1499782090444,3536,367,36.301891,-0.913208,0.010498,-0.31140100000000004,-0.262756,-0.06,-0.16,-0.06
1499782090500,3534,367,36.518977,-0.913208,0.008484,-0.313171,-0.260498,-0.01,-0.13,-0.01
1499782090555,3531,367,36.646456,-0.913147,0.007141,-0.314331,-0.259521,0.0,0.16,0.0
1499782090611,3535,367,36.757503,-0.913208,0.004211,-0.315247,-0.258118,0.03,0.13,0.03
1499782090666,3537,367,36.791272,-0.913696,0.00177,-0.315552,-0.256042,0.15,0.05,0.15
1499782090722,3536,367,36.765537,-0.914307,0.000366,-0.315369,-0.25415,0.12,-0.25,0.12
1499782090777,3533,367,36.697308,-0.91449,6.1e-05,-0.314819,-0.254211,0.0,-0.03,0.0
1499782090833,3534,367,36.731755,-0.914246,0.000549,-0.315125,-0.254761,0.0,-0.23,0.0
1499782090888,3537,354,36.842175,-0.91333,0.001892,-0.315979,-0.256836,0.0,0.03,0.0
1499782090944,3534,354,36.929916,-0.912415,0.004028,-0.316711,-0.259216,-0.01,0.01,-0.01
1499782091000,3533,354,36.966677,-0.912292,0.004944,-0.316956,-0.259216,-0.02,-0.07,-0.02
1499782091050,3532,354,37.086362,-0.911804,0.005005,-0.317932,-0.259705,-0.01,0.16,-0.01
1499782091100,3533,354,37.185003,-0.911377,0.004456,-0.318848,-0.260315,0.01,0.27,0.01
1499782091150,3533,354,37.252965,-0.911133,0.00354,-0.319336,-0.260376,0.03,0.08,0.03
1499782091200,3530,354,37.222506,-0.911438,0.003845,-0.319153,-0.259705,0.16,-0.07,0.16
1499782091250,3527,354,37.202206,-0.91156,0.004517,-0.318909,-0.259399,0.14,0.03,0.14
1499782091300,3527,354,37.229746,-0.911682,0.004761,-0.319214,-0.258789,-0.03,-0.05,-0.03
1499782091350,3524,354,37.371588,-0.911133,0.006348,-0.320312,-0.259216,0.0,0.07,0.0
1499782091400,3522,407,37.483688,-0.910706,0.007324,-0.321228,-0.259583,0.05,0.18,0.05
1499782091450,3518,407,37.572667,-0.9104,0.00824,-0.32196,-0.259766,0.01,-0.04,0.01
1499782091500,3513,407,37.576824,-0.909851,0.008179,-0.32196,-0.261597,-0.14,0.02,-0.14
1499782091550,3509,407,37.60434,-0.909241,0.007324,-0.322205,-0.263428,0.01,0.1,0.01
1499782091600,3503,407,37.617233,-0.909302,0.004822,-0.322388,-0.263123,0.16,0.22,0.16
1499782091650,3496,407,37.512473,-0.910095,0.002441,-0.321533,-0.261414,0.06,0.14,0.06
1499782091700,3492,407,37.438301,-0.91156,0.000793,-0.320923,-0.257019,0.42,-0.1,0.42
1499782091750,3486,407,37.28612800000001,-0.913208,-0.000244,-0.319702,-0.252747,0.12,0.14,0.12
1499782091800,3484,407,37.244108,-0.914246,-0.000732,-0.319336,-0.24939,0.03,-0.05,0.03
1499782091850,3482,421,37.226831,-0.914978,-0.001648,-0.319153,-0.246826,-0.08,-0.03,-0.08
1499782091900,3485,421,37.214248,-0.915161,-0.00177,-0.319092,-0.246338,-0.2,0.0,-0.2
1499782091950,3482,421,37.153036,-0.915161,-0.000244,-0.318604,-0.247009,-0.26,0.01,-0.26
1499782092000,3487,421,37.007262,-0.915344,0.000671,-0.317383,-0.247864,0.06,0.21,0.06
1499782092055,3483,421,36.048852,-0.918762,-0.00061,-0.309387,-0.245178,0.0,0.05,0.0
1499782092111,3473,421,35.374681,-0.921082,6.1e-05,-0.303833,-0.24353,-0.4,-0.18,-0.4
1499782092166,3473,421,34.411306,-0.923584,0.002686,-0.29577600000000004,-0.243896,-0.21,-0.05,-0.21
1499782092222,3465,421,33.453322,-0.925964,0.006775,-0.28772,-0.244446,0.1,0.41,0.1
1499782092277,3466,421,32.717128,-0.928406,0.007629,-0.281555,-0.242371,-0.09,-0.1,-0.09
1499782092333,3459,421,32.12441,-0.930298,0.007141,-0.276611,-0.240845,-0.36,0.09,-0.36
1499782092388,3461,272,31.65688,-0.931519,0.006409000000000001,-0.27270500000000003,-0.240601,-0.12,-0.18,-0.12
1499782092444,3458,272,31.266991,-0.932007,0.006653,-0.269348,-0.24231,0.04,-0.21,0.04
1499782092500,3454,272,30.740572,-0.93219,0.007873999999999999,-0.264893,-0.24646,0.18,-0.13,0.18
1499782092555,3455,272,30.205438,-0.932556,0.008789,-0.260376,-0.249878,0.34,-0.23,0.34
1499782092611,3451,272,29.530284,-0.933777,0.009155,-0.2547,-0.251221,0.42,-0.33,0.42
1499782092666,3453,272,28.369225,-0.936768,0.010254,-0.244812,-0.249817,0.24,-0.21,0.24
1499782092722,3456,272,27.941502000000003,-0.938354,0.009766,-0.241272,-0.247437,0.33,0.08,0.33
1499782092777,3457,272,27.616968,-0.939697,0.007935,-0.238525,-0.244934,0.16,-0.08,0.16
1499782092833,3455,272,27.491926,-0.940491,0.005249,-0.237549,-0.24292,0.31,0.38,0.31
1499782092888,3462,272,27.365025,-0.941711,0.001343,-0.236511,-0.239197,0.35,0.33,0.35
1499782092944,3460,255,27.18517,-0.943298,-0.0043950000000000005,-0.234924,-0.234375,-0.01,0.1,-0.01
1499782093000,3460,255,27.036981,-0.944702,-0.007141,-0.233643,-0.22998,0.7,-0.39,0.7
1499782093055,3464,255,26.507317,-0.946106,-0.006592,-0.229187,-0.22876,0.22,0.08,0.22
1499782093111,3474,255,26.272451,-0.946045,-0.002747,-0.227234,-0.230957,0.76,0.5,0.76
1499782093166,3483,255,26.298313,-0.94574,0.0,-0.227539,-0.232056,0.58,0.01,0.58
1499782093222,3501,255,26.637762,-0.945129,0.001709,-0.230408,-0.231689,0.53,0.0,0.53
1499782093277,3539,255,28.42715,-0.942505,0.003723,-0.245544,-0.226746,0.31,-0.02,0.31
1499782093333,3552,255,29.761312,-0.940491,0.006104,-0.256775,-0.222595,0.19,0.22,0.19
1499782093388,3572,255,31.404802,-0.937622,0.005065999999999999,-0.27063000000000004,-0.218262,-0.25,0.43,-0.25
1499782093444,3612,255,32.89074,-0.935364,0.005554,-0.28302,-0.211975,-0.38,-0.24,-0.38
1499782093500,3623,278,34.224072,-0.9328,0.006531,-0.294189,-0.20813,-0.2,0.18,-0.2
1499782093555,3654,278,35.172422999999995,-0.930115,0.009766,-0.301941,-0.20874,-0.34,-0.32,-0.34
1499782093611,3662,278,35.639395,-0.927612,0.017761000000000002,-0.305481,-0.214172,-0.01,-0.01,-0.01
1499782093666,3648,278,35.635905,-0.926697,0.027283,-0.304749,-0.21814,-0.43,0.36,-0.43
1499782093722,3655,278,35.92335,-0.925659,0.036621,-0.306213,-0.219238,-0.45,-0.2,-0.45
1499782093777,3663,278,36.435834,-0.924011,0.046204,-0.309204,-0.220154,-0.67,-0.08,-0.67
1499782093833,3671,278,37.099268,-0.921936,0.057739,-0.312866,-0.221008,-0.35,0.18,-0.35
1499782093888,3674,278,37.615701,-0.9198,0.069824,-0.314758,-0.223694,-0.18,-0.09,-0.18
1499782093944,3673,278,37.749961,-0.919189,0.072266,-0.315308,-0.224548,-0.15,-0.05,-0.15
1499782094000,3668,448,37.618542,-0.919556,0.072388,-0.314209,-0.22467,0.07,-0.18,0.07
1499782094052,3668,448,37.2593,-0.920227,0.07135,-0.31134,-0.226074,0.11,-0.25,0.11
1499782094105,3667,448,36.64877,-0.921387,0.07006799999999999,-0.306519,-0.228516,0.23,-0.1,0.23
1499782094157,3666,448,36.050673,-0.922424,0.06842000000000001,-0.301758,-0.231018,0.27,0.07,0.27
1499782094210,3667,448,35.59452,-0.923035,0.06842000000000001,-0.297852,-0.233582,-0.02,0.04,-0.02
1499782094263,3667,448,35.165834000000004,-0.924133,0.067688,-0.294373,-0.233887,0.01,-0.12,0.01
1499782094315,3670,448,34.903728,-0.924622,0.067383,-0.292236,-0.234802,0.2,0.11,0.2
1499782094368,3670,448,34.592616,-0.925354,0.06628400000000001,-0.289795,-0.235168,0.09,0.07,0.09
1499782094421,3671,448,34.287076,-0.92627,0.064026,-0.28772,-0.234802,0.21,-0.05,0.21
1499782094473,3695,448,33.469091,-0.926758,0.059143,-0.281799,-0.241272,-0.05,-0.02,-0.05
1499782094526,3786,434,33.388615,-0.926208,0.05804400000000001,-0.281372,-0.244202,-0.18,0.27,-0.18
1499782094578,3835,434,33.363569,-0.926331,0.055969000000000005,-0.281555,-0.243958,-0.13,0.04,-0.13
1499782094631,3908,434,33.304064000000004,-0.926453,0.053406,-0.281494,-0.244019,-0.03,0.0,-0.03
1499782094684,3921,434,33.131477000000004,-0.926697,0.050903,-0.280518,-0.244812,0.02,0.26,0.02
1499782094736,3977,434,32.960702000000005,-0.927002,0.049194,-0.279358,-0.2453,-0.06,0.11,-0.06
1499782094789,3991,434,32.860035,-0.927307,0.047729,-0.27880900000000003,-0.245178,0.09,0.05,0.09
1499782094842,4031,434,32.812675,-0.927368,0.046936,-0.278503,-0.245361,0.12,-0.12,0.12
1499782094894,4049,434,32.695769,-0.927551,0.046814,-0.277527,-0.245789,-0.05,0.27,-0.05
1499782094947,4061,434,32.502123,-0.927917,0.04657,-0.27594,-0.246277,-0.1,0.14,-0.1
1499782095000,4105,434,32.321822,-0.928162,0.046509,-0.274475,-0.247131,0.13,0.17,0.13
1499782095052,4162,355,32.074268,-0.928894,0.046021,-0.272339,-0.246582,-0.05,0.29,-0.05
1499782095105,4174,355,32.060012,-0.929138,0.045593,-0.272339,-0.24585,0.02,-0.09,0.02
1499782095157,4182,355,32.010845,-0.929321,0.045532,-0.271973,-0.245667,-0.02,0.17,-0.02
1499782095210,4187,355,31.983368,-0.929382,0.04541,-0.27179000000000003,-0.24572800000000006,0.0,0.05,0.0
1499782095263,4189,355,31.953033,-0.929382,0.045105,-0.271545,-0.245972,0.03,0.03,0.03
1499782095315,4187,355,31.864184,-0.929565,0.044861,-0.270813,-0.246094,0.18,0.11,0.18
1499782095368,4174,355,31.733911,-0.929932,0.043213,-0.269958,-0.245911,-0.02,0.0,-0.02
1499782095421,4168,355,31.707098,-0.930054,0.042358,-0.269836,-0.245667,0.0,-0.06,0.0
1499782095473,4168,355,31.685695000000006,-0.930054,0.041809,-0.269836,-0.245972,0.08,0.2,0.08
1499782095526,4149,355,31.621941,-0.930359,0.040771,-0.269409,-0.245361,-0.07,0.0,-0.07
1499782095578,4152,379,31.594538,-0.930542,0.039734,-0.269287,-0.244873,0.11,-0.06,0.11
1499782095631,4124,379,31.218974,-0.930664,0.039917,-0.266113,-0.247925,-0.18,0.1,-0.18
1499782095684,4127,379,31.115345,-0.93103,0.039795,-0.265198,-0.247437,-0.25,0.24,-0.25
1499782095736,4127,379,31.102262,-0.931458,0.038391,-0.26532,-0.245972,-0.01,0.19,-0.01
1499782095789,4132,379,31.21403,-0.93158,0.036682,-0.266479,-0.244446,-0.02,-0.41,-0.02
1499782095842,4114,379,31.342067,-0.931213,0.037231,-0.26757800000000004,-0.244751,0.01,0.26,0.01
1499782095894,4108,379,31.604732,-0.930298,0.037903,-0.269714,-0.245789,0.02,-0.21,0.02
1499782095947,4103,379,31.894527000000004,-0.929199,0.039917,-0.27179000000000003,-0.247131,0.03,0.51,0.03
1499782096000,4086,379,32.06263,-0.929016,0.039795,-0.27331500000000003,-0.246338,-0.06,0.06,-0.06
1499782096055,4068,379,32.214045,-0.929077,0.037781,-0.274841,-0.244629,0.11,-0.13,0.11
1499782096111,4055,416,32.241097,-0.929565,0.034302,-0.275513,-0.242493,-0.02,-0.28,-0.02
1499782096166,4067,416,32.272478,-0.929504,0.031982,-0.276062,-0.242432,0.24,0.37,0.24
1499782096222,4071,416,32.125504,-0.929688,0.030396,-0.275024,-0.243164,-0.12,-0.06,-0.12
1499782096277,4075,416,32.121152,-0.929565,0.031006,-0.274902,-0.243652,0.07,0.01,0.07
1499782096333,4064,416,32.10403,-0.929688,0.031799,-0.274719,-0.243408,0.0,-0.04,0.0
1499782096388,4059,416,32.146176000000004,-0.929688,0.032043,-0.275024,-0.242981,0.03,0.16,0.03
1499782096444,4040,416,32.1835,-0.929749,0.031982,-0.27533,-0.242371,0.15,-0.01,0.15
1499782096500,4044,416,32.207085,-0.929749,0.031921,-0.275574,-0.242188,0.22,0.15,0.22
1499782096555,4043,416,32.193073,-0.929871,0.030701,-0.275513,-0.24176,-0.03,-0.22,-0.03
1499782096611,4063,416,32.130862,-0.929749,0.03064,-0.275024,-0.242859,-0.02,0.09,-0.02
1499782096666,4088,413,32.030396,-0.929565,0.03125,-0.274048,-0.244446,-0.03,-0.03,-0.03
1499782096722,4122,413,31.959174,-0.929504,0.03241,-0.273376,-0.245422,-0.05,0.14,-0.05
1499782096777,4134,413,31.940639,-0.929688,0.03241,-0.273193,-0.244873,0.0,0.0,0.0
1499782096833,4160,413,31.858542,-0.930298,0.030823000000000007,-0.27270500000000003,-0.243347,-0.03,0.17,-0.03
