Time,proximity,ambient,leanForward,qW,qX,qY,qZ,aX,aY,aZ
1499782504277,3608,243,23.956733,-0.955078,0.059021,-0.198975,-0.211548,0.02,0.23,0.02
1499782504333,3582,243,23.411278,-0.95575,0.059021,-0.194092,-0.213013,0.0,0.18,0.0
1499782504388,3573,243,23.195818,-0.955994,0.059387,-0.192078,-0.213684,-0.05,-0.12,-0.05
1499782504444,3570,243,23.089821,-0.955994,0.059692,-0.19104,-0.214539,0.04,0.22,0.04
1499782504500,3587,293,22.955686,-0.956177,0.059143,-0.190002,-0.214783,-0.08,-0.09,-0.08
1499782504555,3618,293,22.970762,-0.956177,0.05841100000000001,-0.19043,-0.214722,0.07,0.13,0.07
1499782504611,3635,293,23.04496,-0.956055,0.05688500000000001,-0.191467,-0.2146,0.0,-0.22,0.0
1499782504666,3663,293,23.113207,-0.955872,0.056152,-0.192261,-0.214844,0.0,0.17,0.0
1499782504722,3661,293,23.132419,-0.955688,0.055969000000000005,-0.192566,-0.215576,0.08,0.06,0.08
1499782504777,3611,293,23.10232,-0.955566,0.056335,-0.192139,-0.216309,0.12,0.01,0.12
1499782504833,3584,293,23.105582,-0.9552,0.057495,-0.191895,-0.217957,-0.01,0.12,-0.01
1499782504888,3566,293,23.194699,-0.955261,0.057861,-0.192505,-0.216919,0.41,-0.02,0.41
1499782504944,3555,293,23.108563,-0.955078,0.058105,-0.191711,-0.218445,-0.02,0.23,-0.02
1499782505000,3549,293,23.055804,-0.955322,0.057495,-0.191406,-0.217773,0.02,0.01,0.02
1499782505050,3546,343,23.011372,-0.955566,0.056335,-0.191345,-0.217041,0.02,0.01,0.02
1499782505100,3545,343,22.981705,-0.955627,0.055542,-0.191284,-0.21698,-0.04,0.03,-0.04
1499782505150,3560,343,22.946234,-0.955261,0.055542,-0.190979,-0.218872,0.0,-0.09,0.0
1499782505200,3583,343,23.001964,-0.955017,0.055908000000000006,-0.191345,-0.219482,0.0,0.11,0.0
1499782505250,3588,343,23.072645,-0.954956,0.056519000000000014,-0.191772,-0.219177,-0.12,-0.07,-0.12
1499782505300,3589,343,23.241448,-0.95459,0.05719,-0.193115,-0.219482,-0.4,-0.03,-0.4
1499782505350,3571,343,23.450137,-0.954041,0.060303,-0.194092,-0.22027600000000006,-0.34,-0.07,-0.34
1499782505400,3507,343,24.075243,-0.952393,0.068665,-0.19696,-0.222412,-0.45,-0.21,-0.45
1499782505450,3478,343,25.351094,-0.948792,0.083557,-0.202942,-0.227295,-0.08,-0.24,-0.08
1499782505500,3425,343,28.628272,-0.937439,0.109985,-0.221497,-0.245178,0.55,0.1,0.55
1499782505550,3419,439,29.903611,-0.932251,0.117798,-0.229553,-0.253662,0.38,0.32,0.38
1499782505600,3411,439,30.736749,-0.928467,0.122742,-0.234863,-0.260193,0.25,0.21,0.25
1499782505650,3413,439,31.212352000000006,-0.926331,0.124939,-0.23822,-0.263672,0.32,0.26,0.32
1499782505700,3405,439,31.508295,-0.924683,0.12579300000000002,-0.240601,-0.266907,-0.12,0.07,-0.12
1499782505750,3407,439,32.008156,-0.922913,0.126343,-0.245056,-0.26873800000000003,0.19,-0.03,0.19
1499782505800,3406,439,32.321618,-0.921753,0.126648,-0.247803,-0.269958,0.05,0.12,0.05
1499782505850,3407,439,32.529928000000005,-0.920959,0.125854,-0.250244,-0.270935,0.33,-0.04,0.33
1499782505900,3407,439,32.525076,-0.920959,0.124451,-0.250854,-0.270935,0.11,0.28,0.11
1499782505950,3402,439,32.572355,-0.921143,0.122742,-0.252197,-0.269958,0.01,0.06,0.01
1499782506000,3406,439,32.643058,-0.921143,0.121582,-0.253357,-0.269287,0.03,0.03,0.03
1499782506055,3415,445,32.999794,-0.920776,0.121216,-0.256897,-0.267456,0.17,0.06,0.17
1499782506111,3413,445,33.096708,-0.920898,0.120789,-0.257935,-0.266113,0.08,0.04,0.08
1499782506166,3412,445,33.250005,-0.920288,0.120544,-0.25946,-0.266846,0.16,0.09,0.16
1499782506222,3412,445,33.278256,-0.920105,0.120422,-0.259766,-0.267212,-0.03,0.24,-0.03
1499782506277,3409,445,33.370089,-0.9198,0.120178,-0.26074200000000003,-0.267456,0.09,0.06,0.09
1499782506333,3411,445,33.403218,-0.9198,0.119629,-0.261292,-0.267151,0.03,0.07,0.03
1499782506388,3405,445,33.38579,-0.919983,0.118713,-0.261597,-0.266724,0.11,0.02,0.11
1499782506444,3410,445,33.377983,-0.920105,0.117981,-0.261841,-0.266357,0.0,0.11,0.0
1499782506500,3404,445,33.398838,-0.920044,0.117676,-0.262146,-0.266357,-0.07,0.09,-0.07
1499782506555,3405,445,33.528732,-0.9198,0.117798,-0.263245,-0.265991,0.07,0.0,0.07
1499782506611,3409,445,33.637037,-0.919556,0.118958,-0.26379400000000003,-0.26593,0.12,-0.03,0.12
1499782506666,3408,445,33.683954,-0.920105,0.119812,-0.263855,-0.26361100000000004,0.1,0.0,0.1
1499782506722,3408,445,33.573551,-0.920654,0.119446,-0.263,-0.262695,-0.01,0.0,-0.01
1499782506777,3409,445,33.470606,-0.92157,0.119019,-0.262146,-0.260315,0.1,0.0,0.1
1499782506833,3410,445,33.392135,-0.921814,0.119751,-0.261108,-0.260193,0.07,0.02,0.07
1499782506888,3408,445,33.246811,-0.922119,0.120789,-0.259338,-0.260498,-0.05,-0.03,-0.05
1499782506944,3411,445,33.210971,-0.922241,0.121216,-0.258789,-0.260376,0.02,0.05,0.02
1499782507000,3412,445,33.147579,-0.922363,0.122375,-0.25769000000000003,-0.26055900000000004,-0.03,0.11,-0.03
1499782507055,3412,445,33.131635,-0.922546,0.122864,-0.257263,-0.26001,0.04,-0.05,0.04
1499782507111,3412,445,33.088035999999995,-0.922424,0.123596,-0.256531,-0.260864,0.24,0.03,0.24
1499782507166,3409,444,32.886225,-0.922668,0.12439,-0.254272,-0.261841,-0.03,0.03,-0.03
1499782507222,3410,444,32.632686,-0.923035,0.12439,-0.25195300000000004,-0.262878,-0.09,0.3,-0.09
1499782507277,3407,444,32.520911,-0.923401,0.123962,-0.251038,-0.262512,-0.02,0.3,-0.02
1499782507333,3404,444,32.535929,-0.923584,0.123474,-0.251404,-0.261719,0.0,-0.04,0.0
1499782507388,3409,444,32.584312,-0.923462,0.123779,-0.251709,-0.261719,0.35,-0.16,0.35
1499782507444,3412,444,32.441716,-0.923889,0.124023,-0.250305,-0.261536,0.28,0.24,0.28
1499782507500,3414,444,32.019502,-0.925415,0.121704,-0.247498,-0.259888,0.81,0.52,0.81
1499782507555,3428,444,30.748018,-0.930176,0.114136,-0.239258,-0.253906,0.1,-0.06,0.1
1499782507611,3438,444,29.713045,-0.934387,0.104858,-0.234009,-0.247375,-0.02,0.15,-0.02
1499782507666,3480,444,28.411442,-0.938416,0.093445,-0.226929,-0.243225,0.17,0.23,0.17
1499782507722,3514,431,27.197626,-0.942017,0.081116,-0.220642,-0.23938,-0.5,-0.5,-0.5
1499782507777,3537,431,26.148521,-0.94458,0.070312,-0.215027,-0.237915,-0.52,0.04,-0.52
1499782507833,3581,431,25.410621,-0.946289,0.064331,-0.210327,-0.237,-0.52,-0.2,-0.52
1499782507888,3609,431,24.61405,-0.947266,0.063354,-0.203491,-0.239258,-0.15,-0.13,-0.15
1499782507944,3612,431,24.391014,-0.947388,0.065063,-0.20105,-0.24054,0.06,0.04,0.06
1499782508000,3610,431,24.167888,-0.947632,0.06665,-0.198486,-0.241211,-0.12,0.11,-0.12
1499782508052,3619,431,24.066123,-0.948059,0.067017,-0.197388,-0.240234,-0.12,-0.13,-0.12
1499782508105,3634,431,24.02963,-0.948242,0.067078,-0.197144,-0.239868,-0.02,-0.03,-0.02
1499782508157,3640,431,23.948417000000006,-0.948853,0.06591799999999999,-0.196716,-0.237976,0.07,0.06,0.07
1499782508210,3648,327,23.807628,-0.94928,0.064636,-0.195862,-0.237305,0.05,0.0,0.05
1499782508263,3645,327,23.594628,-0.949646,0.063354,-0.194458,-0.237488,0.07,0.01,0.07
1499782508315,3643,327,23.315587,-0.949951,0.062683,-0.192139,-0.238281,0.0,0.04,0.0
1499782508368,3640,327,23.051621,-0.950073,0.062805,-0.189636,-0.239624,0.03,-0.04,0.03
1499782508421,3639,327,22.791595,-0.950439,0.06286599999999999,-0.187317,-0.240051,-0.07,0.05,-0.07
1499782508473,3649,327,22.495201,-0.95105,0.062317,-0.184875,-0.239746,-0.01,-0.16,-0.01
1499782508526,3657,327,22.410704,-0.95105,0.062622,-0.18396,-0.240295,0.01,0.03,0.01
1499782508578,3661,327,22.29258,-0.951355,0.062988,-0.1828,-0.239929,0.0,-0.01,0.0
1499782508631,3665,327,22.131959,-0.951355,0.063354,-0.181213,-0.241028,0.09,0.06,0.09
1499782508684,3671,327,21.912204,-0.951538,0.062927,-0.179321,-0.24176,-0.03,-0.08,-0.03
1499782508736,3664,295,21.71878,-0.951233,0.062683,-0.177673,-0.244263,0.03,0.18,0.03
1499782508789,3666,295,21.581555,-0.951477,0.062378,-0.176514,-0.244202,0.03,-0.06,0.03
1499782508842,3660,295,21.471781,-0.951599,0.062317,-0.175537,-0.244446,-0.01,0.11,-0.01
1499782508894,3657,295,21.434417,-0.951233,0.0625,-0.17511,-0.246094,0.03,0.11,0.03
1499782508947,3651,295,21.376138,-0.951355,0.061584,-0.17486600000000002,-0.245972,0.01,0.09,0.01
1499782509000,3632,295,21.387058,-0.951355,0.061035,-0.175171,-0.245911,0.11,0.03,0.11
1499782509052,3607,295,21.404887,-0.951355,0.06164600000000001,-0.17511,-0.245789,0.04,0.11,0.04
1499782509105,3594,295,21.362807,-0.951477,0.062012,-0.174622,-0.245605,0.07,-0.01,0.07
1499782509157,3585,295,21.310825,-0.951721,0.062805,-0.17395,-0.245056,-0.01,0.09,-0.01
1499782509210,3581,295,21.347515,-0.95166,0.06366000000000001,-0.17388900000000002,-0.244995,0.01,-0.13,0.01
1499782509263,3578,365,21.414102,-0.951599,0.06518600000000001,-0.17395,-0.244812,-0.03,0.11,-0.03
1499782509315,3577,365,21.535488,-0.951416,0.06665,-0.174622,-0.244812,0.0,-0.1,0.0
1499782509368,3588,365,21.665795000000006,-0.951172,0.06805399999999999,-0.175232,-0.244873,0.12,0.16,0.12
1499782509421,3584,365,21.711995,-0.951355,0.068604,-0.17541500000000002,-0.243835,-0.07,-0.07,-0.07
1499782509473,3586,365,21.817783,-0.951233,0.069214,-0.176208,-0.243652,0.12,0.05,0.12
1499782509526,3581,365,21.920787,-0.951172,0.068787,-0.17718499999999998,-0.243103,-0.02,-0.05,-0.02
1499782509578,3580,365,22.014198,-0.951172,0.06854199999999999,-0.178162,-0.242493,0.03,0.09,0.03
1499782509631,3580,365,22.247934,-0.950928,0.067871,-0.180664,-0.241943,-0.08,0.04,-0.08
1499782509684,3578,365,22.443483,-0.950623,0.067932,-0.182373,-0.24176,0.02,0.01,0.02
1499782509736,3574,379,22.594678,-0.950562,0.067749,-0.183838,-0.240967,-0.15,-0.04,-0.15
1499782509789,3577,379,22.904871,-0.950134,0.06762699999999999,-0.186707,-0.240479,-0.04,-0.07,-0.04
1499782509842,3576,379,23.32136,-0.949646,0.06689500000000001,-0.190674,-0.23938,-0.11,0.11,-0.11
1499782509894,3592,379,23.823765,-0.948853,0.065857,-0.195679,-0.23895300000000005,0.05,0.09,0.05
1499782509947,3598,379,24.104641,-0.948608,0.062988,-0.199158,-0.237854,0.0,0.05,0.0
1499782510000,3608,379,24.367513,-0.948181,0.061157,-0.201965,-0.237488,0.3,0.0,0.3
1499782510055,3615,379,24.525811,-0.947815,0.060547,-0.203613,-0.237793,0.13,-0.13,0.13
1499782510111,3621,379,24.642807,-0.947266,0.061096,-0.204407,-0.239014,-0.07,0.03,-0.07
1499782510166,3604,379,24.724134,-0.946899,0.062012,-0.204956,-0.239929,0.05,0.14,0.05
1499782510222,3574,379,24.911978,-0.947083,0.062378,-0.20648200000000005,-0.23773200000000005,-0.06,0.01,-0.06
1499782510277,3564,397,25.026399,-0.94696,0.06304900000000001,-0.207336,-0.237366,0.1,0.04,0.1
1499782510333,3560,397,25.150016,-0.946777,0.063416,-0.208313,-0.237122,0.07,0.03,0.07
1499782510388,3560,397,25.286974,-0.946411,0.063904,-0.20929,-0.237427,0.32,0.03,0.32
1499782510444,3560,397,25.235996,-0.94635,0.064941,-0.208618,-0.238159,-0.05,0.06,-0.05
1499782510500,3557,397,25.286497,-0.946411,0.064697,-0.209106,-0.237488,-0.06,0.13,-0.06
1499782510555,3542,397,25.436784,-0.946899,0.063416,-0.21087600000000006,-0.234375,0.01,0.09,0.01
1499782510611,3506,397,25.595449,-0.947449,0.06189,-0.212646,-0.230774,-0.57,-0.14,-0.57
1499782510666,3490,397,26.182236,-0.946289,0.065552,-0.216858,-0.230774,-0.33,-0.5,-0.33
1499782510722,3456,397,27.117518,-0.94342,0.07299800000000001,-0.222839,-0.234558,-0.07,0.15,-0.07
1499782510777,3449,397,28.040368,-0.940552,0.079529,-0.22888200000000006,-0.238098,0.27,0.1,0.27
1499782510833,3429,429,29.061676,-0.936646,0.08551,-0.23590100000000006,-0.244446,0.16,-0.14,0.16
1499782510888,3432,429,29.180546000000003,-0.93634,0.085388,-0.237061,-0.244629,0.12,-0.05,0.12
1499782510944,3431,429,29.321453,-0.936035,0.085327,-0.23822,-0.244446,0.0,0.0,0.0
1499782511000,3429,429,29.511358,-0.935791,0.084961,-0.240051,-0.243713,-0.03,0.1,-0.03
1499782511076,3424,429,29.725289,-0.935669,0.08404500000000001,-0.24231,-0.24231,0.0,-0.06,0.0
1499782511153,3425,429,29.942103000000003,-0.935547,0.082947,-0.24469,-0.240906,-0.08,0.03,-0.08
1499782511230,3420,429,30.308297,-0.934998,0.082947,-0.247925,-0.239685,0.03,0.06,0.03
1499782511307,3421,429,30.64941,-0.934326,0.08374,-0.250671,-0.239136,0.11,0.11,0.11
1499782511384,3416,429,30.932083,-0.933655,0.085083,-0.252747,-0.239136,0.13,0.08,0.13
1499782511461,3422,429,31.119776,-0.933105,0.086365,-0.253967,-0.239502,-0.04,0.0,-0.04
1499782511538,3420,429,31.33437,-0.932434,0.088074,-0.25531,-0.240112,0.17,0.0,0.17
1499782511615,3414,446,33.993312,-0.919556,0.11303699999999997,-0.269531,-0.262573,0.42,0.11,0.42
1499782511692,3414,446,34.137747999999995,-0.918213,0.113586,-0.270691,-0.265991,0.13,0.15,0.13
1499782511769,3408,446,34.360634999999995,-0.916321,0.113647,-0.27270500000000003,-0.270447,0.0,-0.05,0.0
1499782511846,3413,444,34.516403000000004,-0.914795,0.11322,-0.274231,-0.274109,0.09,0.0,0.09
1499782511923,3409,444,34.513419,-0.914185,0.11261,-0.274475,-0.27618400000000004,0.0,0.0,0.0
1499782512000,3408,444,34.601375,-0.913513,0.112244,-0.275391,-0.277588,0.15,0.09,0.15
1499782512076,3405,444,34.527609000000005,-0.913635,0.111633,-0.274963,-0.277832,-0.1,0.01,-0.1
1499782512153,3406,444,34.565764,-0.913635,0.111511,-0.27533,-0.277466,0.02,0.02,0.02
1499782512230,3405,444,34.638065000000005,-0.913635,0.11199999999999999,-0.275818,-0.276855,0.06,0.01,0.06
1499782512307,3402,444,34.668908,-0.913696,0.111755,-0.276245,-0.276428,0.06,0.05,0.06
1499782512384,3405,444,34.737755,-0.913635,0.11084,-0.277161,-0.27594,0.03,-0.13,0.03
1499782512461,3411,443,34.23158,-0.916626,0.107727,-0.273865,-0.270508,0.24,0.09,0.24
1499782512538,3414,443,34.210871000000004,-0.917053,0.10736099999999997,-0.273865,-0.269287,0.46,0.01,0.46
1499782512615,3427,443,33.830193,-0.919006,0.104858,-0.271362,-0.265991,0.5,0.32,0.5
1499782512692,3434,443,33.046023,-0.922485,0.10022,-0.266113,-0.260986,0.13,0.02,0.13
1499782512769,3450,443,32.205979,-0.926147,0.094177,-0.260864,-0.255554,-0.07,0.05,-0.07
1499782512846,3495,443,30.818232,-0.931152,0.083984,-0.252075,-0.249695,0.03,0.04,0.03
1499782512923,3518,443,29.189045,-0.936401,0.07208300000000001,-0.24145500000000006,-0.244263,-0.39,-0.18,-0.39
1499782513000,3554,416,27.818308,-0.940369,0.064026,-0.231689,-0.240662,-0.4,0.03,-0.4
1499782513066,3577,416,26.993613,-0.942993,0.060486,-0.225464,-0.237305,-0.31,-0.06,-0.31
1499782513133,3599,416,26.311388,-0.944946,0.058899,-0.21991,-0.235168,-0.3,0.08,-0.3
1499782513200,3604,416,25.964626000000006,-0.945923,0.05841100000000001,-0.216919,-0.234009,-0.02,-0.05,-0.02
1499782513266,3567,416,24.612249,-0.949097,0.05957000000000001,-0.204651,-0.231934,0.16,0.09,0.16
1499782513333,3563,299,24.310905,-0.949646,0.059448,-0.201965,-0.231995,-0.15,0.16,-0.15
1499782513400,3562,299,23.959124,-0.950439,0.05957000000000001,-0.198792,-0.231445,-0.08,-0.09,-0.08
1499782513466,3561,299,23.737735,-0.950989,0.059814,-0.196838,-0.230957,-0.13,-0.06,-0.13
1499782513533,3561,299,23.610113,-0.951294,0.060180999999999985,-0.195496,-0.230591,-0.01,0.0,-0.01
1499782513600,3559,299,23.459682,-0.95166,0.060242,-0.194214,-0.230286,0.04,0.05,0.04
1499782513666,3566,299,23.365396,-0.951904,0.060059,-0.19342,-0.22998,0.02,0.05,0.02
1499782513733,3571,299,23.234257,-0.952271,0.059753,-0.192322,-0.229431,0.02,-0.06,0.02
1499782513800,3571,299,23.178529,-0.952332,0.059753,-0.191772,-0.229553,-0.05,0.01,-0.05
1499782513866,3573,299,23.147396,-0.952271,0.059692,-0.191589,-0.23010300000000006,-0.04,0.0,-0.04
1499782513933,3571,299,23.105865,-0.952148,0.059753,-0.191101,-0.230835,0.02,0.01,0.02
1499782514000,3573,276,22.935124,-0.952454,0.05719,-0.19043,-0.230896,0.07,0.08,0.07
1499782514058,3574,276,22.914896,-0.952576,0.056702,-0.190308,-0.230469,0.08,0.04,0.08
1499782514117,3572,276,22.860303,-0.952881,0.055908000000000006,-0.190063,-0.229614,-0.04,0.02,-0.04
1499782514176,3574,276,22.824855,-0.953064,0.055542,-0.189941,-0.229187,-0.03,0.08,-0.03
1499782514235,3580,276,22.805591,-0.953247,0.054992999999999986,-0.189941,-0.228577,-0.02,0.0,-0.02
1499782514294,3572,276,22.815928,-0.953247,0.054443,-0.190063,-0.228394,0.02,0.07,0.02
1499782514352,3573,276,22.81453,-0.953308,0.054016,-0.190247,-0.22821,-0.06,-0.01,-0.06
1499782514411,3575,276,22.813845,-0.953308,0.054016,-0.190308,-0.228271,-0.06,0.05,-0.06
1499782514470,3572,276,22.818187,-0.953247,0.054626,-0.190125,-0.228455,0.02,-0.12,0.02
1499782514529,3571,289,22.796338,-0.953308,0.054932,-0.18988,-0.228394,0.11,0.04,0.11
1499782514588,3568,289,22.684484,-0.953613,0.054443,-0.188904,-0.227844,0.03,0.03,0.03
1499782514647,3564,289,22.287017,-0.954468,0.053833000000000006,-0.185608,-0.227234,0.01,0.07,0.01
1499782514705,3561,289,22.062639,-0.954834,0.053345,-0.183716,-0.227295,-0.04,-0.04,-0.04
1499782514764,3569,289,22.023902,-0.954956,0.053162,-0.183411,-0.22705100000000006,-0.45,0.19,-0.45
1499782514823,3580,289,22.687226000000006,-0.954468,0.052917,-0.189392,-0.224243,0.43,-0.23,0.43
1499782514882,3589,289,22.761934,-0.95459,0.051941,-0.190308,-0.223145,-0.11,0.05,-0.11
1499782514941,3590,289,22.578384,-0.954895,0.051575,-0.188904,-0.22332800000000005,0.09,0.01,0.09
1499782515000,3589,289,22.257172,-0.955383,0.051331,-0.185974,-0.223511,-0.06,-0.01,-0.06
1499782515055,3593,289,21.910057,-0.955994,0.051086,-0.183105,-0.223572,-0.09,0.11,-0.09
1499782515111,3592,267,21.628391,-0.956482,0.050537,-0.180664,-0.22345,-0.11,-0.02,-0.11
1499782515166,3592,267,21.517823,-0.956604,0.050659,-0.179688,-0.223755,0.0,-0.07,0.0
1499782515222,3604,267,21.421799,-0.956726,0.050903,-0.17871099999999998,-0.223877,-0.03,0.14,-0.03
1499782515277,3603,267,21.213033,-0.95697,0.051391999999999986,-0.176697,-0.224304,-0.04,0.09,-0.04
1499782515333,3607,267,21.114539,-0.957092,0.051147000000000005,-0.175903,-0.224487,0.0,0.0,0.0
1499782515388,3614,267,21.071355,-0.957214,0.051025,-0.175598,-0.224304,-0.06,0.0,-0.06
1499782515444,3619,267,21.066991,-0.957214,0.051025,-0.175598,-0.224365,0.0,0.15,0.0
1499782515500,3620,267,21.025334,-0.957153,0.051208,-0.175171,-0.224915,0.01,0.04,0.01
1499782515555,3623,267,20.978151,-0.957092,0.05127,-0.174683,-0.225464,0.0,-0.01,0.0
1499782515611,3628,255,20.938674,-0.957031,0.051391999999999986,-0.174316,-0.226013,0.11,0.12,0.11
1499782515666,3642,255,20.899474,-0.957092,0.051331,-0.17388900000000002,-0.225952,0.05,-0.06,0.05
1499782515722,3641,255,20.797531,-0.957275,0.050781,-0.173157,-0.225891,-0.06,0.08,-0.06
1499782515777,3634,255,20.694884,-0.957458,0.050476,-0.172424,-0.225891,0.05,0.08,0.05
1499782515833,3633,255,20.601662,-0.957581,0.050293,-0.17157,-0.225952,0.0,0.05,0.0
1499782515888,3627,255,20.535887,-0.957642,0.050964,-0.170776,-0.226135,0.02,0.12,0.02
1499782515944,3623,255,20.522399,-0.957703,0.050964,-0.170715,-0.226013,0.06,0.0,0.06
1499782516000,3622,255,20.497932,-0.957764,0.050781,-0.170593,-0.225952,0.04,-0.01,0.04
1499782516050,3623,255,20.503825,-0.957764,0.050659,-0.170654,-0.225891,0.0,-0.02,0.0
1499782516100,3628,255,20.502288,-0.957764,0.050293,-0.170654,-0.22583000000000006,-0.01,0.06,-0.01
1499782516150,3629,252,20.492769,-0.957764,0.049988,-0.170654,-0.225891,0.0,0.01,0.0
1499782516200,3630,252,20.465752,-0.957764,0.049438,-0.170654,-0.226135,0.06,0.03,0.06
1499782516250,3630,252,20.425516,-0.957825,0.048767000000000005,-0.170471,-0.226135,0.0,0.1,0.0
1499782516300,3636,252,20.401579,-0.957886,0.048401,-0.17040999999999998,-0.226074,0.0,0.0,0.0
1499782516350,3630,252,20.398161,-0.957886,0.048401,-0.170349,-0.226074,-0.05,0.06,-0.05
1499782516400,3636,252,20.39516,-0.957825,0.048645,-0.17028800000000002,-0.226379,0.02,0.05,0.02
1499782516450,3638,252,20.347606,-0.957886,0.048584,-0.1698,-0.226379,0.06,0.1,0.06
1499782516500,3641,252,20.321823,-0.957947,0.048462,-0.16955599999999998,-0.226257,-0.01,0.07,-0.01
1499782516550,3640,252,20.31766,-0.958008,0.04834,-0.16961700000000002,-0.226074,0.0,-0.01,0.0
1499782516600,3642,252,20.330121,-0.957947,0.04834,-0.169739,-0.226257,-0.04,0.06,-0.04
1499782516650,3644,259,20.391807,-0.957764,0.048584,-0.170227,-0.226624,-0.08,0.0,-0.08
1499782516700,3639,259,20.476618,-0.957397,0.049316000000000006,-0.170776,-0.2276,-0.01,0.16,-0.01
1499782516750,3636,259,20.550292,-0.957214,0.049622,-0.17138699999999998,-0.227905,0.12,0.14,0.12
1499782516800,3642,259,20.626753,-0.957214,0.049438,-0.171997,-0.227295,-0.01,-0.06,-0.01
1499782516850,3638,259,20.717107,-0.957214,0.0495,-0.172791,-0.226685,0.02,0.11,0.02
1499782516900,3636,259,20.813476,-0.957214,0.049377,-0.173828,-0.226135,0.0,0.03,0.0
1499782516950,3636,259,20.912677,-0.957153,0.049683,-0.174622,-0.225708,0.07,0.14,0.07
1499782517000,3637,259,21.122051000000006,-0.95697,0.049927,-0.17627,-0.224915,0.05,-0.03,0.05
1499782517055,3637,259,21.23406,-0.956909,0.050232,-0.177307,-0.224487,0.07,0.08,0.07
1499782517111,3634,259,21.303541,-0.956848,0.050415,-0.177856,-0.224243,0.03,0.11,0.03
1499782517166,3634,271,21.389303,-0.956787,0.050659,-0.178528,-0.223877,-0.01,0.0,-0.01
1499782517222,3639,271,21.513875,-0.956604,0.050842,-0.179565,-0.223755,-0.03,0.06,-0.03
1499782517277,3640,271,21.672018,-0.95636,0.051208,-0.180908,-0.223694,0.04,0.09,0.04
1499782517333,3637,271,21.809932,-0.956177,0.05127,-0.182007,-0.223389,0.03,0.02,0.03
1499782517388,3639,271,21.934277,-0.956055,0.051636,-0.183105,-0.223083,-0.02,0.14,-0.02
1499782517444,3643,271,22.110253,-0.955994,0.052185,-0.184509,-0.222046,0.06,-0.06,0.06
1499782517500,3647,271,22.346566,-0.955872,0.053589,-0.186157,-0.220764,0.13,0.02,0.13
1499782517555,3655,271,22.63832,-0.955811,0.05542,-0.188293,-0.218872,0.22,-0.1,0.22
1499782517611,3672,271,22.992443,-0.955688,0.057495,-0.190857,-0.216675,0.38,0.06,0.38
1499782517666,3688,259,23.170203,-0.955627,0.05743400000000001,-0.192505,-0.215576,0.21,-0.05,0.21
1499782517722,3706,259,23.440135,-0.955139,0.057922,-0.194763,-0.215576,0.25,0.25,0.25
1499782517777,3741,259,23.760123,-0.95459,0.058167,-0.197449,-0.215332,0.12,-0.05,0.12
1499782517833,3757,259,24.228672,-0.953857,0.059082,-0.201355,-0.214722,0.29,0.05,0.29
1499782517888,3777,259,24.780582,-0.953125,0.059998,-0.206055,-0.213379,0.3,-0.08,0.3
1499782517944,3786,259,25.360831,-0.952393,0.061096,-0.21087600000000006,-0.211609,0.3,-0.02,0.3
1499782518000,3795,259,25.995346,-0.951721,0.061462,-0.216309,-0.208862,0.28,-0.35,0.28
1499782518055,3813,259,26.79341,-0.950256,0.06311,-0.2229,-0.20813,0.19,0.02,0.19
1499782518111,3825,259,27.693539,-0.948364,0.064209,-0.23053,-0.20813,-0.01,0.13,-0.01
1499782518166,3872,259,28.794507,-0.946228,0.064209,-0.240173,-0.206909,0.0,0.09,0.0
1499782518222,3946,218,31.686157,-0.940613,0.06536900000000001,-0.265015,-0.201721,-0.19,0.19,-0.19
1499782518277,3967,218,32.752677,-0.938599,0.063782,-0.274597,-0.198792,-0.33,0.0,-0.33
1499782518333,4004,218,34.059503,-0.936035,0.061768,-0.28625500000000004,-0.195068,-0.55,-0.03,-0.55
1499782518388,4029,218,35.283238,-0.933716,0.059875,-0.297058,-0.190552,-0.59,0.03,-0.59
1499782518444,4059,218,36.390425,-0.931641,0.058105,-0.306763,-0.185791,-0.75,0.17,-0.75
1499782518500,4056,218,37.663651,-0.928955,0.057617,-0.317627,-0.181274,-0.64,-0.17,-0.64
1499782518555,4051,218,38.712056,-0.926392,0.058105,-0.326355,-0.178833,-0.56,-0.1,-0.56
1499782518611,4053,218,39.431356,-0.924438,0.05835,-0.332275,-0.177795,-0.47,0.02,-0.47
1499782518666,4049,218,39.807861,-0.923401,0.058533,-0.335388,-0.177307,-0.25,-0.04,-0.25
1499782518722,4040,218,39.77624,-0.923523,0.058655,-0.335144,-0.177246,-0.01,-0.19,-0.01
1499782518777,4031,218,39.391445,-0.924561,0.05804400000000001,-0.33197,-0.177734,0.08,-0.18,0.08
1499782518833,4033,333,38.220317,-0.927307,0.056152,-0.32251,-0.181396,0.34,0.02,0.34
1499782518888,4050,333,37.662629,-0.928589,0.054992999999999986,-0.318054,-0.183105,0.33,-0.07,0.33
1499782518944,4071,333,36.84392800000001,-0.930481,0.05304,-0.311523,-0.185303,0.47,-0.03,0.47
1499782519000,4105,333,36.054624,-0.932251,0.050476,-0.305359,-0.1875,0.37,-0.03,0.37
1499782519052,4129,333,35.462675,-0.933472,0.048706,-0.300659,-0.189453,0.29,-0.11,0.29
1499782519105,4147,333,35.022931,-0.934143,0.047241000000000005,-0.29718,-0.191956,0.23,0.11,0.23
1499782519157,4176,333,34.632847,-0.934814,0.045532,-0.294189,-0.193787,0.15,0.18,0.15
